household_id,login_frequency_monthly,mobile_app_sessions,customer_service_calls_30d
HH_18071,9,4,2
HH_18072,12,3,1
HH_18073,9,5,0
HH_18074,14,8,0
HH_18075,17,4,0
HH_18076,5,6,3
HH_18077,12,6,0
HH_18078,14,10,1
HH_18079,12,8,1
HH_18080,9,3,1
HH_18081,13,8,0
HH_18082,14,4,1
HH_18083,14,1,1
HH_18084,10,4,0
HH_18085,5,6,0
HH_18086,18,3,1
HH_18087,13,5,1
HH_18088,12,3,0
HH_18089,14,3,2
HH_18090,12,5,0
HH_18091,14,4,3
HH_18092,17,7,2
HH_18093,20,7,0
HH_18094,8,2,0
HH_18095,10,7,1
HH_18096,16,7,2
HH_18097,11,5,2
HH_18098,11,5,1
HH_18099,16,4,1
HH_18100,19,8,0
HH_18101,8,7,1
HH_18102,13,2,6
HH_18103,13,4,2
HH_18104,18,7,0
HH_18105,9,5,1
HH_18106,10,7,0
HH_18107,15,3,2
HH_18108,10,1,1
HH_18109,8,2,1
HH_18110,20,8,2
HH_18111,5,7,1
HH_18112,11,2,0
HH_18113,9,4,1
HH_18114,12,1,1
HH_18115,15,8,0
HH_18116,17,7,0
HH_18117,10,4,2
HH_18118,13,11,0
HH_18119,9,6,1
HH_18120,10,3,1
HH_18121,9,4,2
HH_18122,15,2,0
HH_18123,20,6,2
HH_18124,12,1,1
HH_18125,4,4,3
HH_18126,10,6,2
HH_18127,9,2,0
HH_18128,13,4,1
HH_18129,23,3,0
HH_18130,16,7,0
HH_18131,15,4,0
HH_18132,11,7,1
HH_18133,7,8,0
HH_18134,16,8,1
HH_18135,15,6,0
HH_18136,11,8,0
HH_18137,16,5,1
HH_18138,9,4,1
HH_18139,13,5,0
HH_18140,13,3,1
HH_18141,7,8,0
HH_18142,12,5,2
HH_18143,12,6,2
HH_18144,10,5,1
HH_18145,14,3,1
HH_18146,13,3,1
HH_18147,12,9,1
HH_18148,13,2,0
HH_18149,17,8,0
HH_18150,10,4,3
HH_18151,7,2,1
HH_18152,16,4,1
HH_18153,8,5,0
HH_18154,4,4,0
HH_18155,14,3,0
HH_18156,11,4,0
HH_18157,4,7,0
HH_18158,8,6,0
HH_18159,11,3,1
HH_18160,12,7,2
HH_18161,10,6,0
HH_18162,7,6,1
HH_18163,13,9,0
HH_18164,10,3,1
HH_18165,9,3,0
HH_18166,11,3,0
HH_18167,14,5,2
HH_18168,12,6,0
HH_18169,11,6,2
HH_18170,14,2,1
HH_18171,9,8,3
HH_18172,14,5,0
HH_18173,16,3,2
HH_18174,8,9,2
HH_18175,12,4,0
HH_18176,5,4,1
HH_18177,12,4,0
HH_18178,9,7,0
HH_18179,13,6,1
HH_18180,11,5,1
HH_18181,17,4,3
HH_18182,12,4,0
HH_18183,11,4,1
HH_18184,8,5,0
HH_18185,12,2,2
HH_18186,13,6,3
HH_18187,12,8,0
HH_18188,14,5,0
HH_18189,8,4,1
HH_18190,12,1,0
HH_18191,11,6,1
HH_18192,15,2,0
HH_18193,12,10,1
HH_18194,15,7,1
HH_18195,7,9,2
HH_18196,13,5,1
HH_18197,14,3,0
HH_18198,9,4,1
HH_18199,8,6,1
HH_18200,14,5,2
HH_18201,10,6,0
HH_18202,16,8,1
HH_18203,19,5,2
HH_18204,11,5,1
HH_18205,6,4,1
HH_18206,11,5,1
HH_18207,11,7,1
HH_18208,14,2,0
HH_18209,24,9,0
HH_18210,9,2,0
HH_18211,13,7,0
HH_18212,7,7,1
HH_18213,8,7,0
HH_18214,13,5,0
HH_18215,18,1,0
HH_18216,16,2,3
HH_18217,12,3,1
HH_18218,9,5,0
HH_18219,13,8,0
HH_18220,13,4,1
HH_18221,5,7,0
HH_18222,16,10,2
HH_18223,8,5,0
HH_18224,11,5,0
HH_18225,9,6,0
HH_18226,10,6,0
HH_18227,12,2,3
HH_18228,8,5,1
HH_18229,13,5,2
HH_18230,12,3,2
HH_18231,16,4,3
HH_18232,13,1,1
HH_18233,9,5,0
HH_18234,7,9,2
HH_18235,5,1,1
HH_18236,17,2,1
HH_18237,8,1,1
HH_18238,16,8,1
HH_18239,13,3,2
HH_18240,11,6,1
HH_18241,7,5,1
HH_18242,14,7,4
HH_18243,16,6,1
HH_18244,13,6,0
HH_18245,12,4,1
HH_18246,14,8,1
HH_18247,7,0,0
HH_18248,16,5,0
HH_18249,11,6,2
HH_18250,14,6,2
HH_18251,12,1,0
HH_18252,10,5,1
HH_18253,14,6,0
HH_18254,14,7,1
HH_18255,9,7,1
HH_18256,11,5,2
HH_18257,7,5,0
HH_18258,9,4,0
HH_18259,13,6,1
HH_18260,9,6,1
HH_18261,15,6,3
HH_18262,13,4,4
HH_18263,11,8,2
HH_18264,20,5,1
HH_18265,14,4,0
HH_18266,17,6,2
HH_18267,11,4,1
HH_18268,14,7,5
HH_18269,6,8,0
HH_18270,12,7,0
HH_18271,7,5,1
HH_18272,12,5,1
HH_18273,12,6,1
HH_18274,12,3,0
HH_18275,8,5,1
HH_18276,11,1,1
HH_18277,13,4,1
HH_18278,10,4,1
HH_18279,15,4,0
HH_18280,8,8,1
HH_18281,13,8,1
HH_18282,12,6,0
HH_18283,11,7,0
HH_18284,19,4,2
HH_18285,12,9,2
HH_18286,11,3,3
HH_18287,9,6,0
HH_18288,15,7,0
HH_18289,11,4,3
HH_18290,16,2,0
HH_18291,15,7,0
HH_18292,7,2,0
HH_18293,13,3,1
HH_18294,7,2,0
HH_18295,12,5,1
HH_18296,12,3,0
HH_18297,20,6,1
HH_18298,13,7,2
HH_18299,11,7,1
HH_18300,8,6,1
HH_18301,12,5,2
HH_18302,14,1,0
HH_18303,15,2,1
HH_18304,13,4,1
HH_18305,7,2,1
HH_18306,13,7,2
HH_18307,10,3,1
HH_18308,10,6,5
HH_18309,14,5,3
HH_18310,17,6,0
HH_18311,16,6,1
HH_18312,13,5,1
HH_18313,17,2,0
HH_18314,21,4,0
HH_18315,11,10,0
HH_18316,11,3,1
HH_18317,14,4,1
HH_18318,16,5,1
HH_18319,10,5,0
HH_18320,11,7,2
HH_18321,10,2,1
HH_18322,15,6,0
HH_18323,17,3,0
HH_18324,11,3,1
HH_18325,6,9,2
HH_18326,16,5,1
HH_18327,6,9,1
HH_18328,8,2,2
HH_18329,12,0,0
HH_18330,11,6,0
HH_18331,8,2,0
HH_18332,14,9,1
HH_18333,24,5,1
HH_18334,6,7,0
HH_18335,12,6,2
HH_18336,11,8,1
HH_18337,17,5,2
HH_18338,19,4,2
HH_18339,22,7,2
HH_18340,5,5,0
HH_18341,13,3,1
HH_18342,13,4,0
HH_18343,10,7,0
HH_18344,12,8,1
HH_18345,12,3,1
HH_18346,22,7,1
HH_18347,8,3,0
HH_18348,18,2,1
HH_18349,18,4,1
HH_18350,8,5,1
HH_18351,9,3,1
HH_18352,11,7,0
HH_18353,10,6,0
HH_18354,12,3,0
HH_18355,11,0,0
HH_18356,16,5,2
HH_18357,7,3,0
HH_18358,14,8,0
HH_18359,12,4,1
HH_18360,13,2,0
HH_18361,14,3,0
HH_18362,15,7,3
HH_18363,21,5,1
HH_18364,13,5,1
HH_18365,10,4,0
HH_18366,11,5,0
HH_18367,8,4,0
HH_18368,17,7,4
HH_18369,12,5,2
HH_18370,12,5,0
HH_18371,9,4,1
HH_18372,7,10,1
HH_18373,13,3,1
HH_18374,9,4,0
HH_18375,14,3,1
HH_18376,16,3,2
HH_18377,14,8,2
HH_18378,9,4,1
HH_18379,16,5,2
HH_18380,8,6,1
HH_18381,10,5,1
HH_18382,13,6,0
HH_18383,10,4,0
HH_18384,7,4,0
HH_18385,14,2,0
HH_18386,12,3,0
HH_18387,2,4,0
HH_18388,12,3,2
HH_18389,16,3,4
HH_18390,18,5,1
HH_18391,13,4,1
HH_18392,15,7,1
HH_18393,7,7,1
HH_18394,12,8,1
HH_18395,7,5,2
HH_18396,16,4,0
HH_18397,7,6,0
HH_18398,9,8,4
HH_18399,8,6,1
HH_18400,20,5,2
HH_18401,12,5,2
HH_18402,14,3,1
HH_18403,13,3,0
HH_18404,9,5,1
HH_18405,13,6,1
HH_18406,8,3,1
HH_18407,8,5,1
HH_18408,11,5,2
HH_18409,15,1,3
HH_18410,14,8,2
HH_18411,12,7,1
HH_18412,13,6,0
HH_18413,11,4,0
HH_18414,10,1,0
HH_18415,12,3,2
HH_18416,10,9,1
HH_18417,5,6,1
HH_18418,10,7,1
HH_18419,10,2,1
HH_18420,12,4,1
HH_18421,15,8,0
HH_18422,10,2,3
HH_18423,9,6,3
HH_18424,10,3,1
HH_18425,17,6,1
HH_18426,14,8,1
HH_18427,8,5,0
HH_18428,12,7,1
HH_18429,14,6,0
HH_18430,10,4,0
HH_18431,12,2,2
HH_18432,9,7,2
HH_18433,10,3,1
HH_18434,8,5,1
HH_18435,12,3,1
HH_18436,12,7,0
HH_18437,11,5,0
HH_18438,12,5,4
HH_18439,13,4,1
HH_18440,16,8,2
HH_18441,8,2,0
HH_18442,10,6,3
HH_18443,14,4,0
HH_18444,16,9,0
HH_18445,10,4,2
HH_18446,17,6,1
HH_18447,11,8,1
HH_18448,15,8,0
HH_18449,11,4,0
HH_18450,16,2,1
HH_18451,16,9,2
HH_18452,13,5,0
HH_18453,11,5,0
HH_18454,8,5,0
HH_18455,16,9,3
HH_18456,11,3,1
HH_18457,10,6,0
HH_18458,12,4,1
HH_18459,11,5,0
HH_18460,14,9,1
HH_18461,5,4,2
HH_18462,16,4,0
HH_18463,10,3,1
HH_18464,10,7,1
HH_18465,10,3,2
HH_18466,10,6,1
HH_18467,6,2,0
HH_18468,11,4,1
HH_18469,12,10,0
HH_18470,11,2,2
HH_18471,13,3,0
HH_18472,10,4,0
HH_18473,22,9,1
HH_18474,8,6,0
HH_18475,18,7,4
HH_18476,13,3,1
HH_18477,6,6,0
HH_18478,13,8,1
HH_18479,10,4,2
HH_18480,15,8,1
HH_18481,14,5,1
HH_18482,9,7,1
HH_18483,12,5,1
HH_18484,8,11,1
HH_18485,14,4,3
HH_18486,13,7,1
HH_18487,9,6,0
HH_18488,17,9,0
HH_18489,11,4,1
HH_18490,13,5,2
HH_18491,7,10,1
HH_18492,18,7,1
HH_18493,18,2,2
HH_18494,15,5,1
HH_18495,10,8,1
HH_18496,14,4,2
HH_18497,12,14,1
HH_18498,10,3,3
HH_18499,11,2,1
HH_18500,11,6,0
HH_18501,15,10,2
HH_18502,10,7,2
HH_18503,13,1,1
HH_18504,11,3,0
HH_18505,12,3,3
HH_18506,14,3,1
HH_18507,15,4,2
HH_18508,10,4,1
HH_18509,10,2,0
HH_18510,9,5,3
HH_18511,12,10,0
HH_18512,11,6,1
HH_18513,13,4,0
HH_18514,9,5,1
HH_18515,12,1,2
HH_18516,15,6,2
HH_18517,12,4,1
HH_18518,12,4,1
HH_18519,12,3,0
HH_18520,13,6,1
HH_18521,22,6,2
HH_18522,9,4,1
HH_18523,11,4,1
HH_18524,4,9,1
HH_18525,10,3,0
HH_18526,7,3,1
HH_18527,14,4,2
HH_18528,8,3,0
HH_18529,13,3,0
HH_18530,12,9,1
HH_18531,7,3,1
HH_18532,17,3,2
HH_18533,14,3,1
HH_18534,8,10,2
HH_18535,14,3,1
HH_18536,10,6,1
HH_18537,15,3,0
HH_18538,8,6,2
HH_18539,12,5,2
HH_18540,9,7,0
HH_18541,15,2,2
HH_18542,10,8,1
HH_18543,15,4,2
HH_18544,8,6,0
HH_18545,12,5,1
HH_18546,7,1,3
HH_18547,11,3,2
HH_18548,19,7,2
HH_18549,11,4,0
HH_18550,14,4,0
HH_18551,16,1,1
HH_18552,11,2,2
HH_18553,6,3,2
HH_18554,9,5,1
HH_18555,7,3,1
HH_18556,14,6,1
HH_18557,22,7,2
HH_18558,16,5,0
HH_18559,9,6,0
HH_18560,7,6,1
HH_18561,14,4,2
HH_18562,13,3,1
HH_18563,9,7,2
HH_18564,13,4,0
HH_18565,13,3,0
HH_18566,13,5,1
HH_18567,17,6,0
HH_18568,18,3,2
HH_18569,12,6,0
HH_18570,10,6,1
HH_18571,16,3,0
HH_18572,12,6,2
HH_18573,14,4,0
HH_18574,9,4,1
HH_18575,3,6,2
HH_18576,14,9,1
HH_18577,7,2,1
HH_18578,8,4,0
HH_18579,21,10,0
HH_18580,10,8,2
HH_18581,12,8,1
HH_18582,14,5,4
HH_18583,10,4,0
HH_18584,10,7,1
HH_18585,16,4,2
HH_18586,13,3,1
HH_18587,19,1,2
HH_18588,14,8,0
HH_18589,10,4,1
HH_18590,12,2,1
HH_18591,10,1,1
HH_18592,14,3,0
HH_18593,7,0,2
HH_18594,9,8,2
HH_18595,11,2,0
HH_18596,14,4,1
HH_18597,19,9,2
HH_18598,19,4,1
HH_18599,11,4,0
HH_18600,15,6,2
HH_18601,13,3,0
HH_18602,14,6,1
HH_18603,6,7,1
HH_18604,11,6,0
HH_18605,15,4,2
HH_18606,23,6,0
HH_18607,15,4,1
HH_18608,11,5,2
HH_18609,14,2,2
HH_18610,15,3,2
HH_18611,15,4,0
HH_18612,11,5,0
HH_18613,15,3,1
HH_18614,16,5,0
HH_18615,12,4,1
HH_18616,11,5,3
HH_18617,15,8,1
HH_18618,19,5,2
HH_18619,13,6,2
HH_18620,13,5,0
HH_18621,12,2,2
HH_18622,10,0,1
HH_18623,13,7,0
HH_18624,17,2,0
HH_18625,10,9,2
HH_18626,9,4,1
HH_18627,7,4,0
HH_18628,11,7,0
HH_18629,16,8,1
HH_18630,15,3,0
HH_18631,17,6,1
HH_18632,12,1,0
HH_18633,11,5,1
HH_18634,11,3,3
HH_18635,14,5,0
HH_18636,16,10,0
HH_18637,14,3,0
HH_18638,11,6,1
HH_18639,11,3,2
HH_18640,9,5,0
HH_18641,16,7,0
HH_18642,9,11,2
HH_18643,10,3,1
HH_18644,17,4,1
HH_18645,16,6,1
HH_18646,14,7,2
HH_18647,9,7,1
HH_18648,9,2,1
HH_18649,12,6,1
HH_18650,8,3,3
HH_18651,13,7,0
HH_18652,9,9,2
HH_18653,12,7,0
HH_18654,16,2,2
HH_18655,11,7,3
HH_18656,14,8,1
HH_18657,12,6,0
HH_18658,17,3,0
HH_18659,12,7,0
HH_18660,14,5,1
HH_18661,14,2,1
HH_18662,12,5,0
HH_18663,17,3,2
HH_18664,10,10,2
HH_18665,12,5,1
HH_18666,17,3,1
HH_18667,11,9,0
HH_18668,14,8,1
HH_18669,7,3,3
HH_18670,14,2,1
HH_18671,14,3,0
HH_18672,8,8,1
HH_18673,9,7,2
HH_18674,9,6,0
HH_18675,11,7,1
HH_18676,10,3,3
HH_18677,14,3,1
HH_18678,12,4,0
HH_18679,8,6,1
HH_18680,13,4,2
HH_18681,11,7,0
HH_18682,18,4,1
HH_18683,11,4,0
HH_18684,7,7,1
HH_18685,20,3,0
HH_18686,11,5,0
HH_18687,9,9,1
HH_18688,22,6,1
HH_18689,19,2,0
HH_18690,9,5,0
HH_18691,22,3,2
HH_18692,12,4,0
HH_18693,18,2,0
HH_18694,3,5,1
HH_18695,21,5,1
HH_18696,15,3,0
HH_18697,11,5,0
HH_18698,15,6,2
HH_18699,11,4,0
HH_18700,9,8,1
HH_18701,7,7,0
HH_18702,15,3,1
HH_18703,11,2,0
HH_18704,12,9,5
HH_18705,9,4,0
HH_18706,10,5,1
HH_18707,17,7,1
HH_18708,17,3,0
HH_18709,11,3,1
HH_18710,9,2,1
HH_18711,10,5,1
HH_18712,12,7,1
HH_18713,12,4,1
HH_18714,9,6,0
HH_18715,10,3,0
HH_18716,15,8,2
HH_18717,17,8,0
HH_18718,15,4,2
HH_18719,11,5,1
HH_18720,6,5,3
HH_18721,18,7,2
HH_18722,15,2,1
HH_18723,15,3,2
HH_18724,7,10,4
HH_18725,12,6,1
HH_18726,12,5,2
HH_18727,13,4,2
HH_18728,11,3,0
HH_18729,8,3,1
HH_18730,18,0,1
HH_18731,11,5,0
HH_18732,6,4,2
HH_18733,8,12,2
HH_18734,8,8,1
HH_18735,18,4,0
HH_18736,12,2,1
HH_18737,5,4,0
HH_18738,11,4,1
HH_18739,11,7,0
HH_18740,17,9,0
HH_18741,8,2,2
HH_18742,13,3,1
HH_18743,5,9,2
HH_18744,14,3,0
HH_18745,18,6,1
HH_18746,12,5,2
HH_18747,13,4,0
HH_18748,9,6,0
HH_18749,13,6,1
HH_18750,12,4,1
HH_18751,14,7,0
HH_18752,16,7,0
HH_18753,5,5,0
HH_18754,17,5,0
HH_18755,7,2,0
HH_18756,14,6,2
HH_18757,17,5,1
HH_18758,17,2,0
HH_18759,15,7,1
HH_18760,8,3,4
HH_18761,11,6,2
HH_18762,11,3,0
HH_18763,9,2,2
HH_18764,13,3,0
HH_18765,11,8,2
HH_18766,7,7,2
HH_18767,15,5,3
HH_18768,9,4,2
HH_18769,11,5,1
HH_18770,7,3,1
HH_18771,14,7,1
HH_18772,16,6,2
HH_18773,10,8,0
HH_18774,9,3,1
HH_18775,12,6,1
HH_18776,11,4,0
HH_18777,8,2,0
HH_18778,6,6,1
HH_18779,9,7,1
HH_18780,18,9,3
HH_18781,17,7,0
HH_18782,11,5,1
HH_18783,14,2,2
HH_18784,15,7,0
HH_18785,10,7,0
HH_18786,6,1,1
HH_18787,10,3,3
HH_18788,14,3,3
HH_18789,10,1,2
HH_18790,14,2,0
HH_18791,9,3,0
HH_18792,8,6,0
HH_18793,12,7,1
HH_18794,10,2,1
HH_18795,19,5,0
HH_18796,17,3,2
HH_18797,8,4,0
HH_18798,12,8,1
HH_18799,16,11,0
HH_18800,13,6,0
HH_18801,9,3,1
HH_18802,9,7,1
HH_18803,10,7,1
HH_18804,12,6,4
HH_18805,13,6,1
HH_18806,14,5,1
HH_18807,18,5,2
HH_18808,18,2,3
HH_18809,16,4,0
HH_18810,18,7,1
HH_18811,9,6,2
HH_18812,13,8,0
HH_18813,13,5,1
HH_18814,13,6,3
HH_18815,9,5,1
HH_18816,17,7,3
HH_18817,9,5,0
HH_18818,13,5,1
HH_18819,5,6,2
HH_18820,14,7,0
HH_18821,7,7,0
HH_18822,12,4,1
HH_18823,12,11,0
HH_18824,15,1,1
HH_18825,10,4,1
HH_18826,11,11,1
HH_18827,11,1,0
HH_18828,15,4,1
HH_18829,21,6,2
HH_18830,7,5,0
HH_18831,16,6,1
HH_18832,13,6,1
HH_18833,13,2,0
HH_18834,17,4,1
HH_18835,12,7,2
HH_18836,10,4,1
HH_18837,11,3,0
HH_18838,11,2,0
HH_18839,15,4,0
HH_18840,6,3,0
HH_18841,6,6,0
HH_18842,13,5,1
HH_18843,13,4,0
HH_18844,11,2,2
HH_18845,10,3,0
HH_18846,8,9,1
HH_18847,8,5,2
HH_18848,11,3,1
HH_18849,10,4,1
HH_18850,12,3,0
HH_18851,11,7,0
HH_18852,12,3,1
HH_18853,8,10,1
HH_18854,16,4,1
HH_18855,17,5,1
HH_18856,16,2,0
HH_18857,14,5,0
HH_18858,6,8,0
HH_18859,13,4,2
HH_18860,17,5,1
HH_18861,9,4,0
HH_18862,20,3,2
HH_18863,12,2,3
HH_18864,11,6,2
HH_18865,6,4,0
HH_18866,14,1,2
HH_18867,12,2,0
HH_18868,10,4,0
HH_18869,16,6,2
HH_18870,13,5,2
HH_18871,11,3,1
HH_18872,7,1,0
HH_18873,6,5,0
HH_18874,15,8,1
HH_18875,9,4,0
HH_18876,14,5,0
HH_18877,9,4,2
HH_18878,8,2,1
HH_18879,9,6,2
HH_18880,12,4,2
HH_18881,12,7,0
HH_18882,13,8,3
HH_18883,18,7,3
HH_18884,12,4,2
HH_18885,12,6,5
HH_18886,16,6,1
HH_18887,15,1,1
HH_18888,8,7,0
HH_18889,15,7,0
HH_18890,9,8,1
HH_18891,11,5,1
HH_18892,6,0,2
HH_18893,10,6,3
HH_18894,14,8,2
HH_18895,15,3,1
HH_18896,12,4,2
HH_18897,10,7,1
HH_18898,12,7,2
HH_18899,9,4,0
HH_18900,18,7,2
HH_18901,10,3,0
HH_18902,10,6,0
HH_18903,12,4,0
HH_18904,15,3,1
HH_18905,13,5,1
HH_18906,7,3,0
HH_18907,15,3,0
HH_18908,9,0,1
HH_18909,5,6,3
HH_18910,11,1,2
HH_18911,15,6,0
HH_18912,15,8,0
HH_18913,12,3,2
HH_18914,8,15,0
HH_18915,14,3,2
HH_18916,10,5,1
HH_18917,9,3,0
HH_18918,17,6,1
HH_18919,15,8,0
HH_18920,9,7,4
HH_18921,10,7,1
HH_18922,14,6,0
HH_18923,13,5,1
HH_18924,9,3,0
HH_18925,9,3,0
HH_18926,9,8,3
HH_18927,11,6,0
HH_18928,10,6,0
HH_18929,14,5,0
HH_18930,6,6,1
HH_18931,11,3,1
HH_18932,9,6,2
HH_18933,12,4,1
HH_18934,12,6,1
HH_18935,6,7,0
HH_18936,9,6,0
HH_18937,13,5,0
HH_18938,23,5,2
HH_18939,15,7,0
HH_18940,11,4,0
HH_18941,11,3,3
HH_18942,21,4,0
HH_18943,11,4,2
HH_18944,15,6,0
HH_18945,10,4,1
HH_18946,12,5,1
HH_18947,15,5,2
HH_18948,10,0,1
HH_18949,8,8,1
HH_18950,12,6,0
HH_18951,16,6,1
HH_18952,7,3,0
HH_18953,14,8,2
HH_18954,10,7,0
HH_18955,17,5,1
HH_18956,11,1,0
HH_18957,12,7,0
HH_18958,9,5,0
HH_18959,11,4,3
HH_18960,16,3,1
HH_18961,17,4,0
HH_18962,10,5,0
HH_18963,11,10,0
HH_18964,7,4,0
HH_18965,2,6,0
HH_18966,15,6,1
HH_18967,13,4,0
HH_18968,10,4,0
HH_18969,14,4,0
HH_18970,15,2,2
HH_18971,15,2,0
HH_18972,13,4,4
HH_18973,13,4,0
HH_18974,8,4,1
HH_18975,16,4,2
HH_18976,7,3,2
HH_18977,11,10,3
HH_18978,15,10,1
HH_18979,15,3,0
HH_18980,6,8,2
HH_18981,6,4,1
HH_18982,13,4,0
HH_18983,12,2,0
HH_18984,12,4,1
HH_18985,12,5,1
HH_18986,10,8,1
HH_18987,10,4,2
HH_18988,14,6,1
HH_18989,10,4,0
HH_18990,12,4,0
HH_18991,15,6,0
HH_18992,12,6,1
HH_18993,12,4,1
HH_18994,12,7,2
HH_18995,17,6,3
HH_18996,18,1,0
HH_18997,7,3,1
HH_18998,8,3,3
HH_18999,9,5,0
HH_19000,14,8,0
HH_19001,15,4,2
HH_19002,12,7,1
HH_19003,12,4,2
HH_19004,12,8,0
HH_19005,12,8,0
HH_19006,13,3,1
HH_19007,17,5,2
HH_19008,15,3,0
HH_19009,13,6,1
HH_19010,13,1,0
HH_19011,12,6,2
HH_19012,15,7,0
HH_19013,12,4,2
HH_19014,14,1,0
HH_19015,11,5,1
HH_19016,11,4,2
HH_19017,13,5,0
HH_19018,7,7,1
HH_19019,16,2,1
HH_19020,13,5,0
HH_19021,9,4,0
HH_19022,15,4,2
HH_19023,13,3,2
HH_19024,12,4,0
HH_19025,16,4,1
HH_19026,18,3,2
HH_19027,11,10,1
HH_19028,17,7,2
HH_19029,14,5,4
HH_19030,9,5,0
HH_19031,15,5,2
HH_19032,13,5,0
HH_19033,13,3,0
HH_19034,7,6,1
HH_19035,6,2,3
HH_19036,15,7,2
HH_19037,11,7,0
HH_19038,13,6,1
HH_19039,18,5,1
HH_19040,9,5,1
HH_19041,14,7,0
HH_19042,9,4,0
HH_19043,19,7,2
HH_19044,12,7,0
HH_19045,13,2,1
HH_19046,11,7,0
HH_19047,13,1,3
HH_19048,7,5,1
HH_19049,20,6,1
HH_19050,9,9,5
HH_19051,10,4,0
HH_19052,6,8,0
HH_19053,6,5,1
HH_19054,14,4,0
HH_19055,14,2,1
HH_19056,12,4,1
HH_19057,16,9,2
HH_19058,12,5,1
HH_19059,24,4,0
HH_19060,16,2,1
HH_19061,16,5,2
HH_19062,11,8,0
HH_19063,11,3,2
HH_19064,9,7,2
HH_19065,12,2,0
HH_19066,15,3,2
HH_19067,10,5,3
HH_19068,15,7,4
HH_19069,11,6,0
HH_19070,14,5,3
HH_19071,7,6,4
HH_19072,16,9,1
HH_19073,16,4,2
HH_19074,8,2,2
HH_19075,10,10,1
HH_19076,17,3,2
HH_19077,15,6,1
HH_19078,9,7,0
HH_19079,9,4,1
HH_19080,7,2,2
HH_19081,8,4,2
HH_19082,16,5,2
HH_19083,9,5,0
HH_19084,16,4,1
HH_19085,16,3,1
HH_19086,10,8,1
HH_19087,17,5,0
HH_19088,12,3,0
HH_19089,13,6,1
HH_19090,11,4,0
HH_19091,15,4,0
HH_19092,14,3,2
HH_19093,14,5,3
HH_19094,13,1,0
HH_19095,8,3,0
HH_19096,11,5,0
HH_19097,19,5,1
HH_19098,13,5,1
HH_19099,11,6,0
HH_19100,15,2,0
HH_19101,11,3,2
HH_19102,14,9,0
HH_19103,7,4,0
HH_19104,13,3,1
HH_19105,10,6,1
HH_19106,10,2,0
HH_19107,14,5,0
HH_19108,16,5,1
HH_19109,11,0,0
HH_19110,10,6,0
HH_19111,13,3,0
HH_19112,12,3,1
HH_19113,17,5,0
HH_19114,13,4,0
HH_19115,14,5,1
HH_19116,11,5,0
HH_19117,14,3,1
HH_19118,20,2,2
HH_19119,14,4,1
HH_19120,15,4,0
HH_19121,11,4,1
HH_19122,11,7,0
HH_19123,11,1,0
HH_19124,11,8,2
HH_19125,12,5,3
HH_19126,12,3,0
HH_19127,12,4,2
HH_19128,15,4,0
HH_19129,11,6,1
HH_19130,11,1,1
HH_19131,15,5,0
HH_19132,19,8,0
HH_19133,17,2,2
HH_19134,17,5,0
HH_19135,10,7,2
HH_19136,5,5,2
HH_19137,19,10,0
HH_19138,17,7,2
HH_19139,15,1,0
HH_19140,6,9,2
HH_19141,12,4,2
HH_19142,14,5,0
HH_19143,14,11,1
HH_19144,14,1,0
HH_19145,11,5,3
HH_19146,12,4,2
HH_19147,13,3,2
HH_19148,9,4,0
HH_19149,16,5,1
HH_19150,11,7,2
HH_19151,10,6,3
HH_19152,14,7,0
HH_19153,15,3,0
HH_19154,10,5,0
HH_19155,11,6,2
HH_19156,12,7,2
HH_19157,9,5,0
HH_19158,6,5,1
HH_19159,9,4,0
HH_19160,11,5,1
HH_19161,11,3,0
HH_19162,12,4,3
HH_19163,11,7,0
HH_19164,9,4,2
HH_19165,6,8,3
HH_19166,14,4,0
HH_19167,10,3,1
HH_19168,6,4,1
HH_19169,10,4,0
HH_19170,9,6,0
HH_19171,14,3,1
HH_19172,8,5,1
HH_19173,17,4,0
HH_19174,14,9,3
HH_19175,13,4,0
HH_19176,7,3,2
HH_19177,13,4,1
HH_19178,13,1,2
HH_19179,13,4,0
HH_19180,11,6,3
HH_19181,17,2,2
HH_19182,13,3,2
HH_19183,4,3,1
HH_19184,12,9,0
HH_19185,19,4,1
HH_19186,10,6,0
HH_19187,11,11,0
HH_19188,12,5,0
HH_19189,22,6,1
HH_19190,14,3,1
HH_19191,8,7,1
HH_19192,11,7,0
HH_19193,16,6,1
HH_19194,12,4,0
HH_19195,17,2,1
HH_19196,13,5,3
HH_19197,7,7,0
HH_19198,14,6,1
HH_19199,12,5,2
HH_19200,13,9,0
HH_19201,10,7,0
HH_19202,16,3,0
HH_19203,17,3,1
HH_19204,11,6,1
HH_19205,7,5,0
HH_19206,14,6,0
HH_19207,9,5,1
HH_19208,21,3,0
HH_19209,10,5,3
HH_19210,12,6,1
HH_19211,15,8,3
HH_19212,15,4,0
HH_19213,8,3,0
HH_19214,10,2,0
HH_19215,11,2,1
HH_19216,12,5,0
HH_19217,13,0,0
HH_19218,12,3,1
HH_19219,11,7,2
HH_19220,10,11,1
HH_19221,11,4,0
HH_19222,19,3,0
HH_19223,12,2,0
HH_19224,11,3,1
HH_19225,11,1,1
HH_19226,12,6,3
HH_19227,20,9,3
HH_19228,13,3,1
HH_19229,9,3,2
HH_19230,11,7,0
HH_19231,17,3,1
HH_19232,21,4,3
HH_19233,5,1,1
