"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y""",household_id,total_spend,avg_transaction_amount,transaction_count,login_frequency_monthly,mobile_app_sessions,customer_service_calls_30d,credit_score,debt_to_income_ratio,delinquency_flag_90d
"47;""admin."";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""aug"";""wed"";93;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23425,334.3682946324513,334.3682946324513,1,11,5,0,787,0.383255022147544,0
"55;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";231;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23426,7.925758142218312,7.925758142218312,1,7,3,2,814,0.2679515355424112,0
"37;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";101;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23427,112.34801576641566,112.34801576641566,1,10,4,1,679,0.3523840695646829,0
"37;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";141;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23428,17.046624233089084,17.046624233089084,1,14,4,3,588,0.4280765336165385,0
"32;""unemployed"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";97;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23429,33.61075663173642,33.61075663173642,1,11,7,1,617,0.3602212832840479,0
"58;""housemaid"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";88;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23430,345.71286957785685,345.71286957785685,1,8,7,2,629,0.4966495100855667,0
"50;""unemployed"";""married"";""basic.9y"";""unknown"";""no"";""yes"";""cellular"";""aug"";""wed"";88;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23431,103.01253026800998,103.01253026800998,1,18,4,0,658,0.2000862465050409,0
"46;""technician"";""divorced"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""aug"";""wed"";22;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23432,213.16077465668823,213.16077465668823,1,11,6,0,706,0.209904645982446,0
"46;""technician"";""divorced"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";101;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23433,9.98253844666632,9.98253844666632,1,5,6,0,590,0.3992934366461906,0
"43;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";78;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23434,80.89058175115606,80.89058175115606,1,13,5,0,775,0.2852058960077902,0
"40;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";293;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23435,168.2392839942359,168.2392839942359,1,19,9,0,703,0.4671911256176095,0
"56;""retired"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""aug"";""wed"";39;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23436,21.47778730163096,21.47778730163096,1,9,3,1,716,0.2632533828042159,0
"39;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";67;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23437,59.13824932915578,59.13824932915578,1,12,3,0,593,0.5557980298929587,0
"45;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";25;12;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23438,10.008785342208762,10.008785342208762,1,6,5,2,603,0.5999813708023525,0
"38;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";145;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23439,158.04868111102877,158.04868111102877,1,12,5,2,771,0.3508344819761476,0
"41;""technician"";""divorced"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";167;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23440,530.5075160848291,530.5075160848291,1,14,6,3,602,0.1710537454988947,0
"43;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";126;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23441,263.209001046871,263.209001046871,1,14,6,0,621,0.4761160962791926,0
"47;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";267;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23442,551.0874944840658,551.0874944840658,1,6,5,3,615,0.5835317498301988,0
"31;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";23;17;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23443,280.23595473157263,280.23595473157263,1,16,4,1,599,0.5782566671303835,0
"47;""unknown"";""married"";""unknown"";""no"";""no"";""yes"";""cellular"";""aug"";""wed"";111;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23444,289.8559255082827,289.8559255082827,1,12,7,1,783,0.2331634261451562,0
"47;""technician"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";206;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23445,129.12031339301066,129.12031339301066,1,15,4,1,755,0.1800624248877911,1
"31;""unemployed"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";95;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23446,109.550215447624,109.550215447624,1,11,3,2,777,0.5823148037677504,0
"47;""technician"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";345;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23447,78.1956163832639,78.1956163832639,1,17,7,1,744,0.3826593281794902,0
"41;""technician"";""married"";""professional.course"";""no"";""no"";""yes"";""cellular"";""aug"";""wed"";81;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23448,255.6405193849924,255.6405193849924,1,12,5,1,726,0.4645773795240744,0
"36;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";46;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23449,30.146340208823872,30.146340208823872,1,17,4,0,794,0.1044811473919102,0
"41;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";154;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23450,8.680109926948772,8.680109926948772,1,9,3,1,677,0.575840033699904,0
"41;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";85;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23451,443.1707656107471,443.1707656107471,1,9,7,0,778,0.1529194030769412,0
"35;""admin."";""single"";""university.degree"";""no"";""no"";""yes"";""cellular"";""aug"";""wed"";448;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23452,0.567801086063244,0.567801086063244,1,10,3,2,664,0.5652513028990677,0
"50;""management"";""married"";""professional.course"";""unknown"";""no"";""no"";""cellular"";""aug"";""wed"";165;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23453,564.7301510446941,564.7301510446941,1,7,4,1,622,0.2730663510820595,0
"40;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";53;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23454,195.7643300777747,195.7643300777747,1,22,8,1,667,0.225797926315992,0
"30;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""aug"";""wed"";296;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23455,59.73594813459067,59.73594813459067,1,10,4,1,790,0.4258393526684488,0
"30;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";202;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23456,179.50978400974847,179.50978400974847,1,19,9,1,708,0.3595911514100317,0
"49;""unemployed"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";155;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23457,255.45943162933867,255.45943162933867,1,11,4,1,644,0.1992002997752867,0
"54;""housemaid"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""aug"";""wed"";23;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23458,42.227578365625966,42.227578365625966,1,11,3,1,620,0.1710548240037774,0
"38;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";70;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23459,221.0366771431015,221.0366771431015,1,11,5,1,720,0.1141072902013271,0
"33;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";787;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23460,244.7292363103442,244.7292363103442,1,14,4,1,618,0.1196069698847202,0
"44;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";27;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23461,43.02329239463591,43.02329239463591,1,15,4,0,693,0.4390757825746731,1
"40;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";183;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23462,6.424594443220901,6.424594443220901,1,14,3,0,683,0.1233680843108019,0
"43;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";115;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23463,34.24645931337103,34.24645931337103,1,8,5,1,647,0.4392361174113356,0
"33;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";62;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23464,33.59278335643246,33.59278335643246,1,10,3,1,782,0.5758692103753286,0
"40;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""aug"";""wed"";554;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23465,10.119892951281832,10.119892951281832,1,15,4,0,733,0.2775009334442727,0
"53;""technician"";""married"";""professional.course"";""unknown"";""yes"";""yes"";""cellular"";""aug"";""wed"";276;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23466,194.19811863803923,194.19811863803923,1,14,11,2,645,0.3515423680577924,0
"39;""technician"";""married"";""professional.course"";""unknown"";""yes"";""no"";""cellular"";""aug"";""wed"";145;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23467,71.69930360083967,71.69930360083967,1,10,4,1,778,0.1767849500551594,0
"41;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";112;8;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23468,323.6249506798116,323.6249506798116,1,8,6,0,812,0.1214120494629616,0
"43;""admin."";""divorced"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""aug"";""wed"";95;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23469,43.58716170966318,43.58716170966318,1,11,4,1,656,0.2484007481280478,0
"55;""admin."";""married"";""high.school"";""no"";""yes"";""yes"";""cellular"";""aug"";""wed"";61;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23470,90.559650016891,90.559650016891,1,16,3,0,628,0.5489801106744343,0
"46;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""wed"";63;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23471,152.8388402085409,152.8388402085409,1,15,8,2,631,0.10962977714374,0
"57;""admin."";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""aug"";""wed"";104;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23472,314.90372471925014,314.90372471925014,1,16,3,4,730,0.5882084632911735,0
"51;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""wed"";118;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.964;5228.1;""no""",HH_23473,111.54646681866367,111.54646681866367,1,10,5,2,785,0.2747739482379637,0
"31;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";34;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23474,70.1468723361177,70.1468723361177,1,11,6,2,764,0.485553515908226,0
"41;""technician"";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";82;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23475,302.62792937361934,302.62792937361934,1,11,3,1,710,0.3747649215292377,0
"33;""services"";""married"";""university.degree"";""unknown"";""no"";""yes"";""cellular"";""aug"";""thu"";149;8;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23476,55.71313236119116,55.71313236119116,1,16,1,2,766,0.3396121446459426,0
"41;""admin."";""married"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""aug"";""thu"";583;11;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""yes""",HH_23477,12.413308741680744,12.413308741680744,1,12,4,2,743,0.1546109360628817,0
"51;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";81;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23478,88.3294556252625,88.3294556252625,1,11,3,1,802,0.3968852172943421,1
"30;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";55;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23479,230.63269931463756,230.63269931463756,1,12,1,1,703,0.3611263525702757,0
"30;""technician"";""single"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";73;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23480,4.689676926786697,4.689676926786697,1,11,7,0,590,0.2840145286031946,0
"33;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";131;11;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23481,132.24073698116356,132.24073698116356,1,9,3,1,592,0.5490748628702207,0
"36;""self-employed"";""single"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";118;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23482,135.38186246166887,135.38186246166887,1,16,3,0,678,0.1709576902059595,0
"46;""technician"";""divorced"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";81;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23483,395.79631557251486,395.79631557251486,1,15,4,0,741,0.4151693405618549,0
"33;""admin."";""single"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";66;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23484,50.62852995640864,50.62852995640864,1,12,6,1,657,0.5044976818478152,0
"32;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";77;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23485,49.03343340171086,49.03343340171086,1,12,8,1,701,0.1531163702404781,0
"48;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";52;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23486,87.10237972970546,87.10237972970546,1,4,7,2,714,0.3443677974300334,1
"44;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";236;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23487,66.22173261344592,66.22173261344592,1,12,2,1,622,0.294479837102204,0
"43;""technician"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";74;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23488,199.967568103962,199.967568103962,1,14,4,1,650,0.2505068017430105,0
"29;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";94;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23489,153.979501542783,153.979501542783,1,15,3,2,729,0.2256387971184619,0
"43;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";211;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23490,213.3946133418664,213.3946133418664,1,11,10,1,604,0.4766581273996597,0
"44;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";536;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23491,257.2545942561565,257.2545942561565,1,12,11,1,751,0.1573914905086678,0
"56;""self-employed"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";210;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23492,384.5557286574911,384.5557286574911,1,14,8,0,718,0.1884733237841795,0
"39;""admin."";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""aug"";""thu"";144;10;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23493,84.56454886418237,84.56454886418237,1,13,1,0,646,0.5147747554600705,0
"37;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";85;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23494,626.9597763545422,626.9597763545422,1,9,6,0,604,0.5716937174037932,0
"33;""services"";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""aug"";""thu"";74;8;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23495,36.43705743404333,36.43705743404333,1,13,3,0,594,0.2610867946200398,0
"40;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";13;11;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23496,187.9561610968145,187.9561610968145,1,7,7,3,713,0.4592092532491916,0
"32;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";192;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23497,114.53844589167215,114.53844589167215,1,10,3,1,672,0.2881566202531792,1
"57;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";17;11;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23498,254.6589112764489,254.6589112764489,1,10,2,1,707,0.1398520914997914,0
"31;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";116;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23499,97.16027040296346,97.16027040296346,1,13,6,2,607,0.1069788044769618,0
"30;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";110;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23500,229.8289224151755,229.8289224151755,1,6,7,0,607,0.2523503553227239,0
"35;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";148;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23501,399.25097331227255,399.25097331227255,1,17,1,0,581,0.1727257171295984,0
"41;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";67;13;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23502,197.68003645636097,197.68003645636097,1,18,5,4,749,0.4229746792068972,0
"37;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";146;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23503,224.4795354534849,224.4795354534849,1,14,4,2,598,0.4527518671691124,0
"30;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";979;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""yes""",HH_23504,10.43071875575375,10.43071875575375,1,11,2,2,799,0.5878133693363414,0
"33;""services"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";51;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23505,34.40398660381052,34.40398660381052,1,15,8,0,639,0.4288047386557884,0
"40;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";101;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23506,549.2114763840843,549.2114763840843,1,11,4,0,699,0.5569967285349208,0
"36;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";107;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23507,177.2275274774541,177.2275274774541,1,13,5,2,704,0.2546016439795784,0
"32;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";65;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23508,123.6418811728239,123.6418811728239,1,14,6,2,590,0.5641918108750275,0
"32;""technician"";""married"";""professional.course"";""unknown"";""no"";""no"";""cellular"";""aug"";""thu"";78;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23509,68.58712990895677,68.58712990895677,1,10,5,1,790,0.185131284764137,0
"29;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";965;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""yes""",HH_23510,6.810653065081159,6.810653065081159,1,10,6,0,626,0.3311340107937182,0
"32;""unemployed"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";85;8;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23511,69.09972370286803,69.09972370286803,1,7,6,1,724,0.2020156374483379,0
"41;""technician"";""divorced"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";26;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23512,103.64629311112064,103.64629311112064,1,12,5,2,695,0.5563745895412855,0
"31;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";13;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23513,35.63572836811408,35.63572836811408,1,10,5,4,689,0.442044140112908,0
"51;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";47;13;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23514,28.51740063877978,28.51740063877978,1,10,2,1,751,0.2049622961947969,0
"57;""technician"";""married"";""university.degree"";""unknown"";""yes"";""yes"";""cellular"";""aug"";""thu"";30;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23515,106.5185355300372,106.5185355300372,1,16,7,0,677,0.3426542410808768,0
"43;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";38;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23516,132.24870254950156,132.24870254950156,1,13,1,0,774,0.5622107967432036,0
"33;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";137;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23517,41.14932750394485,41.14932750394485,1,22,5,1,667,0.2063363492449235,0
"41;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";84;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23518,132.78767525773387,132.78767525773387,1,7,4,1,604,0.1321821164437695,0
"37;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";94;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23519,345.89857854591435,345.89857854591435,1,21,6,2,659,0.4863869466773221,0
"46;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";91;11;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23520,96.13253210159948,96.13253210159948,1,8,5,1,654,0.4327765484764309,0
"55;""technician"";""married"";""high.school"";""no"";""no"";""yes"";""cellular"";""aug"";""thu"";71;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23521,292.1464254602547,292.1464254602547,1,11,2,2,732,0.4164802434458453,0
"37;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";210;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23522,393.1531779901876,393.1531779901876,1,9,3,1,678,0.4317241438450735,0
"29;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";121;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23523,14.541742070909049,14.541742070909049,1,7,4,0,729,0.3562107759750523,0
"31;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";96;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23524,15.107626608779874,15.107626608779874,1,10,2,1,772,0.1578947529555841,0
"36;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";165;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23525,96.9521875055831,96.9521875055831,1,14,2,1,582,0.3690627761562894,0
"52;""admin."";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";82;6;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23526,133.04709177120293,133.04709177120293,1,8,7,0,660,0.4243020772392035,0
"41;""technician"";""divorced"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";100;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no""",HH_23527,83.23843195334703,83.23843195334703,1,8,9,0,768,0.3521513518131294,0
