"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y""",household_id
"29;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";156;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16139
"49;""admin."";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";73;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16140
"26;""blue-collar"";""single"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";333;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16141
"46;""technician"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";267;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16142
"35;""admin."";""married"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";403;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16143
"32;""admin."";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";129;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16144
"58;""retired"";""married"";""basic.4y"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";52;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16145
"49;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";270;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16146
"58;""retired"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";283;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16147
"58;""retired"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";81;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16148
"50;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";849;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16149
"36;""services"";""divorced"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jul"";""tue"";261;12;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16150
"58;""retired"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";614;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16151
"58;""retired"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";114;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16152
"45;""services"";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";70;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16153
"26;""blue-collar"";""single"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";1833;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16154
"31;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";77;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16155
"35;""blue-collar"";""married"";""university.degree"";""no"";""unknown"";""unknown"";""cellular"";""jul"";""tue"";87;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16156
"26;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";369;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16157
"35;""admin."";""married"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";62;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16158
"40;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";86;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16159
"28;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";431;8;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16160
"46;""self-employed"";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";1220;12;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16161
"55;""entrepreneur"";""divorced"";""unknown"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";67;9;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16162
"25;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";214;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16163
"53;""technician"";""divorced"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""jul"";""tue"";639;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16164
"35;""services"";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";722;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16165
"49;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";1281;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16166
"22;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";246;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16167
"48;""entrepreneur"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";654;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16168
"56;""retired"";""married"";""basic.4y"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";112;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16169
"39;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jul"";""tue"";204;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16170
"31;""self-employed"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";364;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16171
"31;""self-employed"";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";85;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16172
"45;""entrepreneur"";""divorced"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";211;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16173
"35;""blue-collar"";""divorced"";""unknown"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";1029;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16174
"37;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jul"";""tue"";135;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16175
"33;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";115;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16176
"49;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";443;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16177
"27;""blue-collar"";""single"";""basic.6y"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";153;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16178
"36;""admin."";""single"";""unknown"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";133;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16179
"42;""entrepreneur"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";578;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16180
"36;""admin."";""single"";""unknown"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";209;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16181
"34;""services"";""single"";""high.school"";""no"";""unknown"";""unknown"";""cellular"";""jul"";""tue"";24;12;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16182
"27;""blue-collar"";""single"";""basic.6y"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";1508;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16183
"57;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";101;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16184
"57;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";632;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16185
"49;""unemployed"";""married"";""basic.4y"";""unknown"";""yes"";""yes"";""cellular"";""jul"";""tue"";212;17;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16186
"51;""entrepreneur"";""married"";""university.degree"";""unknown"";""yes"";""yes"";""cellular"";""jul"";""tue"";140;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16187
"28;""technician"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";662;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16188
"44;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";263;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16189
"41;""blue-collar"";""married"";""unknown"";""unknown"";""yes"";""yes"";""cellular"";""jul"";""tue"";97;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16190
"52;""retired"";""divorced"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";867;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16191
"45;""entrepreneur"";""divorced"";""professional.course"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";50;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16192
"33;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";96;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16193
"30;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";124;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16194
"48;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jul"";""tue"";563;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16195
"36;""admin."";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";385;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16196
"31;""self-employed"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";196;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16197
"29;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";966;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16198
"48;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";264;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16199
"28;""technician"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";124;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16200
"58;""retired"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";165;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16201
"45;""services"";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";210;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16202
"49;""unemployed"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jul"";""tue"";275;4;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16203
"28;""admin."";""married"";""high.school"";""no"";""unknown"";""unknown"";""cellular"";""jul"";""tue"";502;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16204
"40;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";405;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16205
"50;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";289;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16206
"46;""unemployed"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";182;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16207
"44;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jul"";""tue"";92;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16208
"27;""admin."";""single"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";128;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16209
"31;""blue-collar"";""single"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";160;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16210
"35;""admin."";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";139;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16211
"53;""admin."";""single"";""unknown"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";183;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16212
"39;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";181;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16213
"33;""blue-collar"";""divorced"";""basic.9y"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";134;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16214
"35;""blue-collar"";""divorced"";""basic.4y"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";487;4;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16215
"31;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";82;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16216
"51;""housemaid"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";681;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16217
"38;""housemaid"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";283;6;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16218
"48;""technician"";""single"";""professional.course"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";417;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16219
"41;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";60;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16220
"27;""admin."";""single"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";77;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16221
"27;""admin."";""single"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";72;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16222
"27;""admin."";""single"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";282;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16223
"27;""admin."";""single"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";226;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16224
"27;""admin."";""single"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";137;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16225
"27;""admin."";""single"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";261;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16226
"37;""student"";""single"";""unknown"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";661;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16227
"28;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";206;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16228
"35;""admin."";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";105;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16229
"28;""technician"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";445;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16230
"40;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";90;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16231
"42;""entrepreneur"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";370;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16232
"41;""blue-collar"";""divorced"";""unknown"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";242;7;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16233
"33;""technician"";""single"";""professional.course"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";1408;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16234
"26;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jul"";""tue"";514;11;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16235
"26;""blue-collar"";""single"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";126;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16236
"24;""admin."";""single"";""high.school"";""no"";""unknown"";""unknown"";""cellular"";""jul"";""tue"";176;4;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16237
"30;""admin."";""single"";""university.degree"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";135;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16238
"27;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";163;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16239
"43;""services"";""divorced"";""unknown"";""unknown"";""yes"";""yes"";""cellular"";""jul"";""tue"";483;7;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16240
"30;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";608;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16241
"49;""services"";""divorced"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";100;9;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16242
"49;""admin."";""married"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""jul"";""tue"";145;4;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16243
"51;""housemaid"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";160;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16244
"40;""blue-collar"";""divorced"";""unknown"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";160;6;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16245
"43;""entrepreneur"";""married"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";261;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16246
"43;""entrepreneur"";""married"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";307;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16247
"27;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";236;4;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16248
"38;""blue-collar"";""married"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""jul"";""tue"";403;7;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16249
"31;""blue-collar"";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";241;9;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16250
"31;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";387;4;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16251
"23;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";211;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16252
"25;""services"";""single"";""unknown"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";598;5;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16253
"33;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";1206;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16254
"36;""admin."";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";248;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16255
"58;""retired"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";139;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16256
"29;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";181;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16257
"54;""retired"";""divorced"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";237;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16258
"53;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";477;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16259
"41;""management"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";312;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16260
"48;""housemaid"";""divorced"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";727;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16261
"30;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""jul"";""tue"";249;21;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16262
"50;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";186;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16263
"27;""technician"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";459;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16264
"24;""blue-collar"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";240;10;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16265
"37;""blue-collar"";""divorced"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";107;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16266
"27;""admin."";""single"";""university.degree"";""unknown"";""no"";""yes"";""telephone"";""jul"";""tue"";287;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16267
"32;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";124;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16268
"60;""housemaid"";""married"";""illiterate"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";176;7;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16269
"35;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";270;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16270
"49;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";470;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16271
"43;""services"";""divorced"";""unknown"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";139;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16272
"33;""services"";""single"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";560;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16273
"37;""services"";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";96;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16274
"28;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";100;7;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16275
"48;""entrepreneur"";""single"";""university.degree"";""no"";""no"";""yes"";""cellular"";""jul"";""tue"";137;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16276
"38;""self-employed"";""single"";""unknown"";""no"";""yes"";""yes"";""cellular"";""jul"";""tue"";55;3;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16277
"27;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";1237;7;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""yes""",HH_16278
"27;""blue-collar"";""single"";""unknown"";""no"";""unknown"";""unknown"";""cellular"";""jul"";""tue"";81;4;999;0;""nonexistent"";1.4;93.918;-42.7;4.961;5228.1;""no""",HH_16279
